text,label,label_num,text_cleansing
"Faktanya masyarakat muak dengan cara jahat, dan AYAHBowoGBran PalingSEJUK sebagai pilihan yang lebih baik dengan kampanye yang rapi. #BolehKokPindah02 MilihTULUSnya HatiPakBOWO @RBLiAmt/mrfo46kXl/FShVCui8jXmgNIwGhPlKAV0GY= @aVkJSIHWiC/vXKco+2yJt5da2thGLf8ed6ZoT5h12A0=",Politik,5,faktanya masyarakat muak dengan cara jahat ayahbowogbran palingsejuk sebagai pilihan lebih baik dengan kampanye rapi milihtulusnya hatipakbowo @USER mrfo 46kxl fshvcui 8jxmgniwghplkav0gy @USER vxkco 2yjt5da2thglf8ed6zot5h12a0
"Program Pasangan Capres dan Cawapres RI No 03 Ganjar Pranowo - Mahfud MD bikin ekonomi kita lebih baik, 7% tumbuh terus. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/JhKund1Lpm",Ekonomi,1,program pasangan capres cawapres ri no 03 ganjar pranowo mahfud md bikin ekonomi kita lebih baik 7 tumbuh terus HTTPURL
"RT Di debat capres, Ganjar Pranowo menyebut aksi terorisme relatif tidak ada di tahun 2023. Dilansir dari situs resmi BNPT, selama tahun 2023 serangan teror dengan kekerasan oleh jaringan terorisme tidak terjadi di Indonesia. #CekFaktaIDNTimes #GenZMemilih https://t.co/rb9mGYBlie https://t.co/wjcspqeXnj [RE IDNTimes]",Pertahanan dan Keamanan,4,di debat capres ganjar pranowo menyebut aksi terorisme relatif tidak ada di tahun 2023 dilansir dari situs resmi bnpt selama tahun 2023 serangan teror dengan kekerasan oleh jaringan terorisme tidak terjadi di indonesia HTTPURL HTTPURL
"RT 2024 ADALAH SAAT PRABOWO . . . Sekuat apapun anda menahannya, saat itu pasti tiba. Prabowo menjadi Presiden cuma soal waktu dan 2024 adalah tahun miliknya. Seperti mobil bermesin diesel, akselerasi nya tidak instan. Tapi konsisten selalu bisa memberinya power. Dia melaju dengan pasti. Data bicara hal itu. Tiga kali partai besutannya itu ikut pemilu, tiga kali pula Gerindra naik kelas dengan score yang makin tinggi. Partai yang dibentuk tahun 2008 itu tercatat ikut kompetisi dan tancap gas di 2009. Tidak tiba - tiba ngebut, tapi partai itu berhasil masuk jajaran elit partai politik dan hadir di Senayan. Pada pemilihan umum legislatif 2009, Gerindra tercatat mendapat 26 kursi atau setara dengan 4.64% di DPR. Pada pemilihan umum legislatif 2014, saat mesin dieselnya sudah panas, Gerindra langsung berhasil menunjukkan powernya dan menjadi juara tiga. Gerindra mendapat 73 kursi atau setara dengan 11,81% kursi di DPR. Dan pada pemilihan umum legislatif 2019, ketangguhan mesinnya pun masih terus memberi tenaga. Gerindra kembali naik pangkat dengan berhasil menjadi partai politik kedua terbesar di Indonesia dengan meraih 17.594.839 suara atau 78 kursi di DPR atau 13,57%. Dengan data pencapaian seperti itu, mustahilkah di 2024 Gerindra tidak akan menjadi partai pemilik kursi terbesar di Senayan? Ketika partai menjadi pemenang di legislatif, bukankah itu seringkali juga bicara siapa pemenang pilpres? Dan semua itu semakin menjadi masuk akal ketika Jokowi sang faktor pemenang PDIP dua kali berturut - turut kini menjadi mentornya. . . [RE Leonita_Lestari]",Politik,5,2024 adalah saat prabowo sekuat apapun anda saat itu pasti tiba prabowo menjadi presiden cuma soal waktu 2024 adalah tahun miliknya seperti mobil akselerasi nya tidak instan tapi konsisten selalu bisa memberinya power dia melaju dengan pasti data bicara hal itu tiga kali partai itu ikut pemilu tiga kali pula gerindra naik kelas dengan score makin tinggi partai dibentuk tahun itu tercatat ikut kompetisi tancap gas di 2009 tidak tiba tiba tapi partai itu berhasil masuk jajaran elit partai politik hadir di senayan pada pemilihan umum legislatif 2009 gerindra tercatat mendapat kursi atau setara dengan di dpr pada pemilihan umum legislatif 2014 saat mesin sudah panas gerindra langsung berhasil menunjukkan menjadi juara tiga gerindra mendapat kursi atau setara dengan kursi di dpr pada pemilihan umum legislatif 2019 ketangguhan pun masih terus memberi tenaga gerindra kembali naik pangkat dengan berhasil menjadi partai politik kedua terbesar di indonesia dengan meraih 839 suara atau kursi di dpr atau dengan data pencapaian seperti itu di 2024 gerindra tidak akan menjadi partai pemilik kursi terbesar di senayan ketika partai menjadi pemenang di legislatif bukankah itu seringkali juga bicara siapa pemenang pilpres semua itu semakin menjadi masuk akal ketika jokowi sang faktor pemenang pdip dua kali turut kini menjadi
"RT Semangat Abah Anies dijalan kebaikan itu memang tidak mudah tapi yakinlah pak hasilnya akhirnya akan Indah,Anies Presiden 2024, kunfayakunÃ°ÂŸÂ¤Â² https://t.co/yzpiQ8zE4N [RE CutSarina5]",Politik,5,semangat abah anies kebaikan itu memang tidak mudah tapi yakinlah pak hasilnya akhirnya akan indah anies presiden 2024 kunfayakunã âÿâ â ² HTTPURL cutsarina 5
"RT @LTdz2x4fw7SmM37/FjOUJATItkO4cxqYCL7sVOLfwaM= disambut penuh suka cita oleh barisan milenial dari Ponpes Alif Baa Banjarnegara. Berdialog bersama membahas kekhawatiran anak muda terhadap masa depan, sampai cerita tentang menyikat pungli turut hadir. Sosok Ganjar yang visioner dan memiliki pemikiran rasional membuat barisan milenial kagum dengan pribadinya. #GanjarMahfud2024 [RE Muhayya__]",Sosial Budaya,6,@USER fjoujatitko 4cxqycl7svolfwam disambut penuh suka cita oleh barisan milenial dari ponpes banjarnegara berdialog bersama membahas kekhawatiran anak muda terhadap masa depan sampai cerita tentang pungli turut hadir sosok ganjar visioner memiliki pemikiran rasional membuat barisan milenial kagum dengan pribadinya muhayya
"RT @wB/gEtZNrU/bzakxN7f/yGjBL0NLiAzvCjLk8KnH8tw= Tebet eco park hasil pak anies juga gak sih? Main kesana tuh enak banget adem banget rasanya, beberapa teman saya ada yang gak percaya ini tuh masih jakselÃ°ÂŸÂ˜Â¢ https://t.co/sV6ZKF9WZz [RE Elelviaa]",Ideologi,3,@USER getznru bzakxn 7f ygjbl 0nliazvcjlk8knh8tw tebet eco park hasil pak anies juga gak sih main kesana tuh enak banget adem banget rasanya beberapa teman saya ada gak percaya ini tuh masih jakselã âÿâ â HTTPURL elelviaa
RT Pertumbuhan Ekonomi 7% dapat dicapai dengan syarat : - Bersihkan birokrat kotor - Cegah bargaining politic - Berantas Korupsi dan Pungli - Efisiensi anggaran. . Mahfud MD akan melaksanakannya jika nanti terpilih menjadi Wapres. . Yuk pilih Ganjar-Mahfud...! https://t.co/vJqmd6RHSi [RE hansssolo],Ekonomi,1,pertumbuhan ekonomi 7 dapat dicapai dengan syarat bersihkan birokrat cegah politic berantas korupsi pungli efisiensi anggaran mahfud md akan jika nanti terpilih menjadi wapres yuk pilih HTTPURL hansssolo
"Sumur bor dari Prabowo menjadi jawaban untuk kebutuhan air bersih di Maluku, NTT, NTB, Jawa Barat, Jawa Tengah, Banten, dan Yogyakarta. dekade08 Prabowo - Gibran",Politik,5,sumur bor dari prabowo menjadi jawaban untuk kebutuhan air bersih di maluku ntt ntb jawa barat jawa tengah banten yogyakarta 08 prabowo gibran
"Pupuk yang lebih melimpah, hasil pertanian yang lebih baik! Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD siap meningkatkan kuota pupuk untuk para petani kita. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Ekonomi,1,pupuk lebih melimpah hasil pertanian lebih baik pasangan capres cawapres ganjar pranowo mahfud md siap meningkatkan kuota pupuk untuk para petani kita
Ã°ÂŸÂ‘Â©Ã¢Â€Â_x008d_Ã°ÂŸÂ_x008d_Â¼ Bersama Ganjar Pranowo kita wujudkan kesejahteraan yang adil dan merata GanjarMahfud2024 Bandung BandungÃ‚ Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/DdOb0ezlux,Politik,5,ã âÿâ â ã â ¼ bersama ganjar pranowo kita wujudkan kesejahteraan adil merata ganjarmahfud 2024 bandung bandungã ganjar mahfud hebat HTTPURL
RT Fahri Sebut Anies-Imin Bakal Jadi Tersangka Usai Pilpres 2024 https://t.co/lRU9UVD6ki [RE TirtoID],Politik,5,fahri sebut bakal jadi usai pilpres 2024 HTTPURL tirtoid
"RT Dia sendiri yang akui, itu tanah negara, tanah rakyat, tanah bangsa, tapi yang kuasai dia sendiri. Dia bandingkan daripada dikuasai asing, lebih baik Prabowo yang kuasai. Kenapa gak bandingkan dengan tentara-tentara yang separuh lebih dari mereka belum punya rumah dinas? Kenapa gak bandingkan dengan petani yang sekarang tidak lagi memiliki lahan garapan, akhirnya hanya menjadi buruh tani? Kenapa gak bandingkan dengan tanah hak adat rakyat yang habis dibagi-bagi jadi konsesi konglomerat kayak dirinya?! Apa bagus bangsa ini dipimpin oleh orang modelan begitu? Silakan dinilai sendiri.. [RE Reiza_Patters]",Sosial Budaya,6,dia sendiri akui itu tanah negara tanah rakyat tanah bangsa tapi kuasai dia sendiri dia bandingkan daripada dikuasai asing lebih baik prabowo kuasai kenapa gak bandingkan dengan separuh lebih dari mereka belum punya rumah dinas kenapa gak bandingkan dengan petani sekarang tidak lagi memiliki lahan garapan akhirnya hanya menjadi buruh tani kenapa gak bandingkan dengan tanah hak adat rakyat habis jadi konsesi konglomerat kayak dirinya apa bagus bangsa ini dipimpin oleh orang modelan begitu silakan dinilai sendiri
"RT #CatatanDemokrasi #tvOne Ã°ÂŸÂ‘Â‰ DEBAT CAPRES: ANIES-GANJAR GANAS, PRABOWO PANAS? https://t.co/g5GzurZglg [RE CttnDmkrs]",Politik,5,ã âÿâ â debat capres ganas prabowo panas HTTPURL
"RT Diberi Nilai Kecil oleh Ganjar dan Anies, Prabowo Ungkap Prestasinya Selama Jadi Menhan https://t.co/nrcwM3q2Tm [RE OposisiCerdas]",Politik,5,diberi nilai kecil oleh ganjar anies prabowo ungkap prestasinya selama jadi menhan HTTPURL oposisicerdas
RT Dulu saya bertanya2 kenapa Rkyt gak memilih Prabowo untuk jadi Presiden? &amp; Knp Tuhan gk mmberikn kesempatan Prabowo untuk jadi Presiden? Pdhl 2019 Neno ur mengancam Tuhan Lewat Puisinya Tp setelah Melihat Video inÃ°ÂŸÂ‘Â‡ Gw mkin tahu bhw Tuhan jauh lbh tahu apa yang trbaik untuk Bangsa in #AsalBukanPrabowo https://t.co/qOA0jLM1Mk [RE AirinDatangLagi],Pertahanan dan Keamanan,4,dulu saya bertanya 2 kenapa rkyt gak memilih prabowo untuk jadi presiden knp tuhan gk kesempatan prabowo untuk jadi presiden pdhl 2019 ur mengancam tuhan lewat tp setelah melihat video inã âÿâ â gw tahu bhw tuhan jauh lbh tahu apa trbaik untuk bangsa in HTTPURL airindatanglagi
@Z2rXdDumj140a1hBc30jTgfXeeMth8EaNtuV9fkkB1k= @hpOsTDaFu+k8Q4NKMmPR0XhRWxfBuWJgwu0273wjXmI= 1. Kenapa Anies dan Ganjar menilai kinerja Prabowo jelek? Kalo kamu nyimak debat baik-baik pasti kamu sudah tahu jawabannya apa. Pertama urusan anggaran pertahanan sampai,Sumber Daya Alam,7,@USER @USER k8q4nkmmpr0xhrwxfbuwjgwu0273wjxmi 1 kenapa anies ganjar menilai kinerja prabowo jelek kalo kamu nyimak debat pasti kamu sudah tahu jawabannya apa pertama urusan anggaran pertahanan sampai
"Prabowo, pemimpin yang dianggap memiliki keberanian untuk menghadapi tantangan kesejahteraan. #JabarTetapPakBowo DariJabar UntukIndonesia https://t.co/UnsbQsZscU",Politik,5,prabowo pemimpin dianggap memiliki keberanian untuk menghadapi tantangan kesejahteraan darijabar untukindonesia HTTPURL
"RT Desak Anies di Samarinda, tentang Ketimpangan dan Keseluruhan Kalimantan yang Jauh Tertinggal Ã°ÂŸÂ‘Â_x008d_Ã°ÂŸÂ˜ÂŠÃ°ÂŸÂ’Â¯ #AMINAjaDulu https://t.co/XMYRI5ycTc [RE marlina_idha]",Politik,5,desak anies di samarinda tentang ketimpangan keseluruhan kalimantan jauh tertinggal ã âÿâ âÿâ âšã âÿâ â HTTPURL
"RT Karena program pak anies yang ini. Bapak saya juga akhirnya bikin sumur resapan dirumah. Plusnya bikin ga banjir dirumah, air hujan yang jatuh ke rumah ga keluar dr rumah. Terus Katanya bisa jadi proses bibit air ke sumur supya ga habis juga air di sumur. Ini bentuk sustainability ceuna [RE fatharanisoliha]",Sumber Daya Alam,7,karena program pak anies ini bapak saya juga akhirnya bikin sumur resapan dirumah plusnya bikin ga banjir dirumah air hujan jatuh ke rumah ga keluar dr rumah terus katanya bisa jadi proses bibit air ke sumur supya ga habis juga air di sumur ini bentuk sustainability ceuna fatharanisoliha
"RT Sekretaris Dewan Pakar Timnas AMIN, Wijayanto Samirin sebut Anies-Muhaimin akan menghapus PPH untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi. https://t.co/NvWu40fW2L [RE kumparan]",Ekonomi,1,sekretaris dewan pakar timnas amin wijayanto samirin sebut akan menghapus pph untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi HTTPURL kumparan
"@mNELdPAvlb3CWNrAJIJ0lNi1SyOLkGtFy+OI4UV24is= Program Prabowo - Gibran lebih nyata, karena menyangkut kebutuhan mendasar masyarakat Indonesia. Lapangan pekerjaan, perumahan, subsidi, beasiswa, hingga modal. Jd semakin yakin Prabowo memang orang yang Pancasilai",Ideologi,3,@USER oi4uv24is program prabowo gibran lebih nyata karena menyangkut kebutuhan mendasar masyarakat indonesia lapangan pekerjaan perumahan subsidi beasiswa hingga modal jd semakin yakin prabowo memang orang
"@XS3MftvAq2XQZk/gcEHzVdJSNVu3RE51/mva9Ia7CFU= Gw juga tertawa lihat itu semalem wkwkwkk, saya paham kenapa cewek yang di taruh di tkm prabowo supaya asa standar ganda, jadi seolah-olah jangan keras keraslah ke cewek, untuk mencari simpati, tapi cara mereka gagal",Sosial Budaya,6,@USER gcehzvdjsnvu 3re51 mva 9ia7cfu gw juga tertawa lihat itu semalem saya paham kenapa cewek di di prabowo supaya asa standar ganda jadi jangan keras ke cewek untuk mencari simpati tapi cara mereka gagal
Prabowo mengutamakan peningkatan kualitas dan kapasitas guru di seluruh Indonesia. #IndonesiaKuatIndonesiaMaju,Ideologi,3,prabowo mengutamakan peningkatan kualitas kapasitas guru di seluruh indonesia
"@wgZ9acpBSkkgMB/Jq/Qs/p2IkxVSggGtYl4tjOljWMk= kasian mbak nana di desak anies dapat pengalaman yang gaenak, harus evaluasi para panitia ini, bener"" fatal soalnya",Sosial Budaya,6,@USER jq qs p2ikxvsgggtyl4tjoljwmk kasian mbak nana di desak anies dapat pengalaman harus evaluasi para panitia ini bener soalnya
"RT 80 ribu buruh Jombang, Jawa Timur ikrar menangkan Anies Muhaimin. Mereka bersinergi dengan Timnas AMIN #SiagaLawanKecurangan #SiagaLawanKecurangan https://t.co/fjprRr18zB [RE MichelAdam7__]",Politik,5,80 ribu buruh jombang jawa timur menangkan anies muhaimin mereka bersinergi dengan timnas amin HTTPURL micheladam
RT Momen Kedatangan Abah Anies &amp; Cak Imin dalam acara PAKU Integritas KPK Ã°ÂŸÂ˜ÂŽ #AMINAjaDulu https://t.co/yrUN1JWIjp [RE Mdy_Asmara1701],Politik,5,momen kedatangan abah anies cak imin dalam acara paku integritas kpk ã âÿâ âž HTTPURL 1701
RT Kalo di indonesia masih ada yang pilih Prabowo&amp;Gerindra artinya mereka lupa sejarah Suharto dan kekejaman Orba sih. *lagi minjem logikanya @xmd5A0ss2Ytsxt2LiWTOgRONe3DnXa5cQEyf+fG8dbw= https://t.co/SNHOpccCoF [RE choosetheother],Ideologi,3,kalo di indonesia masih ada pilih prabowo gerindra artinya mereka lupa sejarah suharto kekejaman orba sih lagi logikanya @USER fg8dbw HTTPURL
"RT Kinerja Prabowo Dinilai Buruk Oleh Anies, Gerindra Ã¢Â€ÂœKebakaran JenggotÃ¢Â€Â_x009d_ https://t.co/jnsybNuYdS [RE alisyarief]",Politik,5,kinerja prabowo dinilai buruk oleh anies gerindra ã â âœkebakaran jenggotã â HTTPURL alisyarief
"Wakil Ketua TPN Ganjar-Mahfud, Tuan Guru Bajang (TGB), menyampaikan bahwa Pak Ganjar Pranowo sudah siap menghadapi debat ketiga yang diselenggarakan oleh KPU. Menurutnya, Pak Ganjar punya perspektif yang kuat dan utuh. MantapÃ°ÂŸÂ‘Â_x008d_ Cc. @IBFjBYx807ayMe23Ja1wppOWI0EuGpP98q2EEAh3lrQ= #GanjarMahfud2024 https://t.co/YMyuOowTAR",Politik,5,wakil ketua tpn tuan guru menyampaikan bahwa pak ganjar pranowo sudah siap menghadapi debat ketiga diselenggarakan oleh kpu menurutnya pak ganjar punya kuat utuh mantapã âÿâ cc @USER HTTPURL
"Dilansir dari video yang diposting pada laman ANTARA, calon presiden nomor urut dua ini menghadiri acara relawan Indonesia maju di Lapangan Temanggung Abdul Jamal Kota Batam. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Politik,5,dilansir dari video pada antara calon presiden nomor urut dua ini menghadiri acara relawan indonesia maju di lapangan abdul kota batam prabowo subianto
@WGsK6eurbde9tRgsntQzCvIsZvR8DY+uf2Y1CI73CZA= Hak prerogatif presiden dilindungi oleh UU! Presiden bertanggung jawab terhadap estafet kepemimpinan bangsa selanjutnya! Dan menurut beliau yang teruji dan punya kapasitas adalah Prabowo.,Ideologi,3,@USER uf2y1ci73cza hak prerogatif presiden dilindungi oleh uu presiden bertanggung jawab terhadap estafet kepemimpinan bangsa selanjutnya menurut beliau teruji punya kapasitas adalah prabowo
"Anies Baswedan dan Mas Bowo mungkin terkenal, tapi Capres Ganjar Pranowo lebih nyata aja. Dia bener-bener peduli sama isu lingkungan dan keberlanjutan. JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/mwc95GSRIF",Politik,5,anies baswedan mas bowo mungkin terkenal tapi capres ganjar pranowo lebih nyata aja dia peduli sama isu lingkungan keberlanjutan jn18a HTTPURL
@3x/UGdwS/f0kSZnEmnC1ftgaIUSYj6Ky/nypSQjFg5I= @dt8vVjYgB3H/nTqNIwNtgOsDqo+Wwu8IeaLDLeQy81Q= Benarlah apa yang dikatakan Anies. Negeri ini sdg di persimpangan jalan antara menjadi Negara Hukum atau Negara Kekuasaan. Negara hukum dimana kekuasaan diatur ole,Ideologi,3,@USER ugdws f0ksznemnc1ftgaiusyj6ky nypsqjfg 5i @USER ntqniwntgosdqo wwu 8iealdleqy81q apa dikatakan anies negeri ini sdg di persimpangan jalan antara menjadi negara hukum atau negara kekuasaan negara hukum dimana kekuasaan diatur
"Capres Ganjar Pranowo, pahlawan UMKM! Kredit KUR sekarang semakin mudah diperoleh, berkat komitmennya untuk mendukung pertumbuhan bisnis kecil. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat",Ekonomi,1,capres ganjar pranowo pahlawan umkm kredit kur sekarang semakin mudah diperoleh berkat komitmennya untuk mendukung pertumbuhan bisnis kecil
"RT Dia sendiri yang akui, itu tanah negara, tanah rakyat, tanah bangsa, tapi yang kuasai dia sendiri. Dia bandingkan daripada dikuasai asing, lebih baik Prabowo yang kuasai. Kenapa gak bandingkan dengan tentara-tentara yang separuh lebih dari mereka belum punya rumah dinas? Kenapa gak bandingkan dengan petani yang sekarang tidak lagi memiliki lahan garapan, akhirnya hanya menjadi buruh tani? Kenapa gak bandingkan dengan tanah hak adat rakyat yang habis dibagi-bagi jadi konsesi konglomerat kayak dirinya?! Apa bagus bangsa ini dipimpin oleh orang modelan begitu? Silakan dinilai sendiri.. [RE Reiza_Patters]",Sosial Budaya,6,dia sendiri akui itu tanah negara tanah rakyat tanah bangsa tapi kuasai dia sendiri dia bandingkan daripada dikuasai asing lebih baik prabowo kuasai kenapa gak bandingkan dengan separuh lebih dari mereka belum punya rumah dinas kenapa gak bandingkan dengan petani sekarang tidak lagi memiliki lahan garapan akhirnya hanya menjadi buruh tani kenapa gak bandingkan dengan tanah hak adat rakyat habis jadi konsesi konglomerat kayak dirinya apa bagus bangsa ini dipimpin oleh orang modelan begitu silakan dinilai sendiri
"RT Almarhum Rizal Ramli pernah bilang, bahaya jika peng peng berkuasa. Pengusaha menjadi penguasa. Semua berakhir bisnis untung rugi Prabowo pengusaha sawit, &amp; Gibran pengusaha martabak, tapi lebih banyak terima investasi modal drpd usahanya Mestinya bisa berpikir sebelum milih!! [RE saidi_sudarsono]",Politik,5,almarhum rizal ramli pernah bilang bahaya jika peng peng berkuasa pengusaha menjadi penguasa semua berakhir bisnis untung rugi prabowo pengusaha sawit gibran pengusaha martabak tapi lebih banyak terima investasi modal drpd usahanya mestinya bisa berpikir sebelum milih
"RT Anies bongkar dugaan praktek ordal dalam pengadaan Alutsista Prabowo, pernah dikonfirmasi staf Kemenkeu.. Silahkan rakyat menilai!! https://t.co/Gagevk0lut [RE ekowboy2]",Pertahanan dan Keamanan,4,anies bongkar dugaan praktek ordal dalam pengadaan alutsista prabowo pernah dikonfirmasi staf kemenkeu silahkan rakyat menilai HTTPURL ekowboy 2
"RT Hati-2 .... Pasukan 08 Pendukung Prabowo Akan Melacak Akun-2 Yang Melakukan Ujaran Kebencian, (Jelek-2in Prabowo) Sampe Ke Titik Lokasi Rumah. . https://t.co/7xpvR8DNEj .. https://t.co/dHhhqcxqVi [RE cobeh2022]",Politik,5,hati 2 pasukan 08 pendukung prabowo akan akun 2 melakukan ujaran kebencian jelek 2in prabowo sampe ke titik lokasi rumah HTTPURL HTTPURL cobeh 2022
"RT Kalau aku ngerasa bahwa pertanyaan Anies emang penting diajukan ke Prabowo. Harus ada orang yang berani seperti itu face to face. Kalau pertanyaan yang sama diajukan oleh wartawan, Prabowo akan jawab, ""Dari media mana? Media kini harus hati-hati dalam berbicara!"" [RE syaharbanu_]",Politik,5,kalau aku ngerasa bahwa pertanyaan anies emang penting diajukan ke prabowo harus ada orang berani seperti itu face to face kalau pertanyaan sama diajukan oleh wartawan prabowo akan jawab dari media mana media kini harus dalam berbicara syaharbanu
"RT Baru pertama kali lihat langsung Bapak Anies Baswedan Sampai Masyarakat Ambon ada yang berteriak, cuma pak Anies Presiden yang bisa memimpin doa katanya! https://t.co/s6FoFC8TCh [RE Aa_Khan01]",Politik,5,baru pertama kali lihat langsung bapak anies baswedan sampai masyarakat ambon ada berteriak cuma pak anies presiden bisa memimpin doa katanya HTTPURL 01
RT Bulan januari ini serangan dari kubu @qmWA6vZIk96neFTwxlD11wswHxQPw2+Do2qrVArOf58= dan kawan-kawan akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan,4,bulan januari ini serangan dari kubu @USER do2qrvarof58 akan semakin sengit termasuk doxxing akun akun sosmed kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka jangan biarkan 02 berkuasa asal bukan prabowo partaimedsos 45
"RT Bertemu para petani Desa Wilalung Jabar , Ganjar Pranowo mengungkap komitmennya akan meningkatkan Subsidi Pupuk untuk Petani jika dia jadi Presiden #SahabatGanjar #GanjarMahfud2024 https://t.co/WX8ix0LPoW [RE Ghurem2]",Politik,5,bertemu para petani desa wilalung jabar ganjar pranowo mengungkap komitmennya akan meningkatkan subsidi pupuk untuk petani jika dia jadi presiden HTTPURL ghurem 2
Pak Ganjar dan Pak Mahfud MD patut diacungi jempol sebagai pionir dalam memerangi kejahatan luar biasa di Indonesia @DELNiHqnXoLOuuBj+gqV82h2HQVKfumTAU/6ckua21A= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/RhL4gPFpv7,Politik,5,pak ganjar pak mahfud md patut diacungi jempol sebagai pionir dalam kejahatan luar biasa di indonesia @USER gqv 82h2hqvkfumtau 6ckua21a HTTPURL
Calon Presiden RI No Urut 3 Ganjar Pranowo tidak akan mengizinkan pelanggaran Konstitusi atau aturan dasar negara merusak fondasi negara kita.#GanjarPranowoPilihanUmat https://t.co/uhPRC6JVcR,Ideologi,3,calon presiden ri no urut 3 ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita HTTPURL
@MFwJErSP/whIbubN581Nk10FBU78x4qWJM+i6HkhPLw= Ã°ÂŸÂ‘Âª keren ini pemimpin Indonesia Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/7NXYpHUqzs,Ideologi,3,@USER whibubn 581nk10fbu78x4qwjm i6hkhplw ã âÿâ âª keren ini pemimpin indonesia ganjar mahfud hebat HTTPURL
"RT Ara effect! Mantan Bupati Subang H. Ruhimat mundur dari PDIP, kembalikan KTA, dukung Prabowo-Gibran https://t.co/6XHdV86opx [RE PartaiSocmed]",Politik,5,effect mantan bupati subang h mundur dari pdip kembalikan dukung HTTPURL partaisocmed
RT Ari Lasso Raih Kejutan Spesial dari Menteri Pertahanan Prabowo ... - Ciremai News https://t.co/FZ3gUcrLaX #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE KasimS3654],Politik,5,ari raih kejutan spesial dari menteri pertahanan prabowo news HTTPURL kasims 3654
@Qurg/ptIJBlWDOCEMV6C5Bos1xTtqjXotrKNiEZOe44= Pak prabowo selalu tulus mencintai rakyatnya oleh karena itu MasBowoGibran02 Selalu Dihati,Ideologi,3,@USER ptijblwdocemv 6c5bos1xttqjxotrkniezoe44 pak prabowo selalu tulus mencintai rakyatnya oleh karena itu masbowogibran 02 selalu dihati
RT K-Popers Berencana Kirim Food Truck untuk Anies Baswedan di Acara Desak Anies Diseriusin iya ternyata! Keren ih Ã°ÂŸÂ‘Â_x008d_Ã°ÂŸÂ˜ÂŠ https://t.co/VKmOJbqkM3 [RE Mdy_Asmara1701],Sosial Budaya,6,berencana kirim food truck untuk anies baswedan di acara desak anies iya ternyata keren ã âÿâ âÿâ HTTPURL 1701
RT Bulan januari ini serangan dari kubu @0Ocqhxj0wW4pit8jImJD0C2AEUL2P14Z3fINwGKWidI= dan kawan-kawan akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan,4,bulan januari ini serangan dari kubu @USER akan semakin sengit termasuk doxxing akun akun sosmed kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka jangan biarkan 02 berkuasa asal bukan prabowo partaimedsos 45
"Semangat Pak Ganjar! Kali ini, dia bakal gandeng perguruan tinggi buat bikin program inovatif di berbagai sektor. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/r0mSiKQDVD",Politik,5,semangat pak ganjar kali ini dia bakal gandeng perguruan tinggi buat bikin program inovatif di berbagai sektor HTTPURL
"Pekerja migran bukan hanya nomor, tapi individu yang berharga. Ganjar Pranowo memberikan pengakuan dan perlindungan hak mereka #GanjarPekerjaMigran #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/inwJvFsjeE",Sosial Budaya,6,pekerja migran bukan hanya nomor tapi individu berharga ganjar pranowo memberikan pengakuan perlindungan hak mereka HTTPURL
RT Debat ke-3 Capres.. Soal Hankam Pak Anies langsung serang paslon 02.. Kena mental tuh eyang wowo Ã°ÂŸÂ¤Â­ #2024AniesPresiden Ã¢Â˜Â_x009d_Ã¯Â¸Â_x008f_ https://t.co/61HPCnPkko [RE Malika6027],Politik,5,debat ke 3 capres soal hankam pak anies langsung serang paslon 02 kena mental tuh eyang wowo ã âÿâ â ã â â HTTPURL malika 6027
